EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents
ep-483331,CCOCCC(=O)OC,1.01397308726527,0.158370232,-7.438230723,4.6447
ep-483336,CCOC(=O)CCOC,0.9813201192024170,0.19047966,-7.402583815,6.62
ep-483371,CCOCC(=O)COC,0.3951792589234850,0.396197693,-7.490476573,4.9219
ep-483949,CCCC(=O)OCC=O,1.0599264625622300,0.004898048,-7.683133143,3.5953
ep-483951,CCCC(=O)OCOC,0.9963047390500530,0.199731529,-7.466802672,5.3923
ep-483969,CCCCC(=O)OC=O,0.6714129298041780,0.10313113,-7.936198977,2.1448
ep-483983,CCC(=O)C(C)OC=O,0.6364331619634860,0.362455582,-7.58626063,2.2786
ep-484048,CC(=O)CC(C)OC=O,0.9904262488142810,-0.001904797,-7.477959338,6.5949
ep-484088,COCCCC(=O)OC,0.9561247142036570,0.288168514,-7.350882193,7.9624
ep-485810,CC(=O)OC(=O)C(C)C,0.5645710010708480,0.105580154,-7.728576148,4.1921
ep-485815,CCC(=O)OC(C)OC,0.9780227702005260,0.231024616,-7.377277232,3.2654
ep-485818,CCC(=O)OC(=O)CC,0.5522485637533210,0.167349987,-7.711160864,3.689
ep-485825,COCOC(=O)C(C)C,0.9937986511410860,0.247351444,-7.453196982,6.9858
ep-485842,CC(=O)OC(C)C(C)=O,0.5889515602025380,0.216058357,-7.437686495,3.2784
ep-485844,CC(=O)OC(C)CC=O,1.028878133918830,0.129254055,-7.476598769,5.1179
ep-485862,CCOC(C)OC(C)=O,0.9582980531266210,0.188574863,-7.378909915,2.0518
ep-485899,COC(=O)OC(C)OC,1.080758410902910,-0.262861931,-7.491837142,1.9333
ep-485900,CCOCOC(=O)OC,1.0811127341646500,-0.30503957,-7.513062018,3.0271
ep-485903,CCOC(=O)OCOC,0.848059243811774,-0.331706722,-7.540273398,3.6079
ep-485914,COC(OC)OC(C)=O,0.7809327329020400,0.162724052,-7.519048522,4.5692
ep-485935,COCOCOC(C)=O,0.868893406572596,0.069661133,-7.539184943,6.2531
ep-486860,CCCOC(=O)CC=O,1.1204215858827200,0.005442276,-7.620546969,3.1633
ep-486877,CC(C)OCC(=O)C=O,0.5749688951735290,-0.469396305,-8.046132952,3.4392
ep-486879,CCCOCC(=O)C=O,0.5914023623325790,-0.401095741,-8.041507018,7.9927
ep-486882,O=CCOCC(=O)C=O,0.7851995368761960,-0.500145164,-7.866537844,7.0482
ep-486916,COCOCC(=O)C=O,0.37721617450942300,-0.064490971,-8.207224322,5.0141
ep-486999,CCC(C)OCC(C)=O,0.971816883888991,0.538241096,-7.404488612,6.9688
ep-487052,CCCOC(=O)C(C)=O,0.8524317992926210,-0.28571949,-7.823543864,1.7767
ep-487071,CCC(=O)COCC=O,0.4963198039712930,0.510213375,-7.375644549,5.6292
ep-487088,COCOC(C)C(C)=O,0.9522262077001540,0.688447914,-7.360406176,8.1682
ep-487104,CCC(C)OC(=O)OC,1.0678501461516700,0.429939804,-7.355236014,1.4077
ep-487132,CC(=O)OCOC(C)C,0.9885015083967930,0.124083893,-7.491565028,1.996
ep-487154,CCC(=O)COCOC,0.8701228965898700,0.540145893,-7.382991622,3.9724
ep-487162,COC(=O)OCC(C)C,1.0545537148221600,-0.099321537,-7.391155036,2.2346
ep-487165,CCCCOC(=O)OC,1.1377661253371900,-0.068300564,-7.380270484,1.3921
ep-487172,CCOCOC(=O)CC,0.9885419114674560,0.203269009,-7.381358939,2.1632
ep-487193,CCCOCOC(C)=O,0.8658132705800820,0.107757065,-7.482585272,2.9982
ep-487249,O=C(OCCF)C(F)F,1.0293144738416200,-0.470212646,-8.054296366,12.2561
ep-487258,O=C(CF)OCC(F)F,1.0055634071019400,-0.325992332,-7.895109793,9.4766
ep-487941,CCC(C)(C=O)C(C)=O,0.4671398730576740,0.149118362,-7.439047064,2.7014
ep-488183,CC(=O)C(C=O)C(C)C,0.44196699444971700,0.050885281,-7.441496089,2.9672
ep-488730,O=C1OCC(F)C1(F)F,1.278769148119510,-0.665318241,-8.147359286,2.276
ep-490782,CC(=O)Cc1ccco1,0.7027065847762660,0.455790615,-7.460544055,8.3653
ep-491076,O=C1OC(CF)OC1F,1.207787444815330,-0.483274109,-8.079875063,4.5141
ep-492694,O=CC(=O)c1ccco1,0.9581266736538570,-0.38313623,-7.855653292,4.3196
ep-493398,CC(=O)C1OCCC1C,0.9692382553241810,0.56354768,-7.360134062,2.8626
ep-493404,CC(C)C1OCCC1=O,1.0728885818819900,0.454430046,-7.540001284,3.3895
ep-493440,CCC1OCC(=O)C1C,1.0491118686586100,0.445994518,-7.532109984,4.2344
ep-493886,CCC1(C)OCCC1=O,1.0738780730919700,0.448171429,-7.54326665,3.1642
ep-493897,COC1C(=O)COC1C,0.8245555860174210,0.216874699,-7.80177476,3.6451
ep-493924,CCC1OCC(C)C1=O,1.066689449260270,0.56572459,-7.540273398,3.2704
ep-493930,CCC1OCCCC1=O,0.9980821560777570,0.514567196,-7.443400885,3.3579
ep-493936,CCC1OCOCC1=O,1.1367739168174700,0.548037193,-7.790073866,4.2644
ep-493937,COC1CCOCC1=O,1.1167677018215900,0.276467621,-7.738916472,4.0468
ep-493964,CCC1OCC(=O)C1=O,1.0304490891752600,-0.249528355,-8.183006194,2.134
ep-493980,CCC1OC(C)CC1=O,1.0692071341410900,0.479464516,-7.540817626,3.1966
ep-494034,CCCC1OCCC1=O,1.0852108545324500,0.457967525,-7.558777136,2.9969
ep-494039,CC(=O)C1CC(C)CO1,0.966431439541847,0.555112152,-7.38571276,6.5393
ep-494393,CCC1CC(=O)CCO1,1.0257631639896000,0.461232891,-7.39931845,2.6929
ep-494482,CCC1CCC(=O)CO1,1.010943192771700,0.560282314,-7.483401614,4.976
ep-494669,CCC1CC(=O)C(C)O1,1.09046049637931,0.454974274,-7.544899333,2.552
ep-495005,CC(=O)OC1CCOC1,0.8665175952314860,0.192928684,-7.402855929,7.8346
ep-497236,COC(=O)c1cc#co1,0.951218567084954,-0.533887276,-7.713882002,1.5632
ep-497626,O=C1OCOCC1(F)F,1.1433017252112200,-0.507220123,-7.990349623,5.7362
ep-497683,O=C1CC(F)(F)C(F)O1,1.2559126521581900,-0.449804111,-8.10327685,3.3832
ep-497688,O=C1OCC(F)(F)C1F,1.231063343815560,-0.539057438,-8.0194658,2.429
ep-497716,O=C1COC(C(F)F)O1,1.1734546741412600,-0.339053795,-7.920416377,4.7995
ep-497844,CC(=O)C1COCC1C,0.4484459227906150,0.582595646,-7.35850138,5.626
ep-497845,CC(C)C1COCC1=O,1.0687470178116000,0.436198421,-7.53755226,3.5663
ep-498273,CC(=O)C1(C)CCOC1,0.35776920881313400,0.559738087,-7.406121295,2.6115
ep-498275,CC1(C)COCCC1=O,1.0006757382625400,0.510485489,-7.413196253,1.8854
ep-498279,CC1OCC(=O)C1(C)C,1.0650698623921300,0.478103947,-7.541906081,3.3948
ep-498286,CCC1(C)COCC1=O,1.0574057461604300,0.486539474,-7.542994536,6.6934
ep-498292,CC1(C=O)COCC1=O,0.7881779955913040,0.018775852,-7.867626299,2.3619
ep-498297,CC1OCC(C)(C)C1=O,1.0690182994931600,0.572527435,-7.550069495,3.2369
ep-498303,CC1(C)COC(=O)C1=O,0.9116083814412180,-0.171975922,-7.685582167,4.6911
ep-498311,CCC1COCCC1=O,0.9759434764116470,0.570622639,-7.359589835,3.1289
ep-498314,CC(=O)C1CCCOC1,0.9451997446577170,0.615793529,-7.352242762,6.5773
ep-498317,CCC1C(=O)COC1C,1.0724266078915600,0.436198421,-7.549253153,3.2599
ep-498318,CC(=O)C1CCOC1C,0.9786652597910890,0.523002724,-7.382719508,4.0491
ep-498333,CCC1COC(C)C1=O,1.066363291356080,0.563819794,-7.542994536,3.6868
ep-498342,CCC1COC(=O)C1=O,0.8960971621303650,-0.195649822,-7.677690867,3.4089
ep-498343,O=CC(=O)C1CCOC1,0.6271393946829440,-0.352115257,-7.947083529,5.5864
ep-498346,CCCC1COCC1=O,1.0476665424539900,0.417694683,-7.55115795,5.705
ep-498360,COCC1COCC1=O,0.4171557188649400,0.396197693,-7.532109984,3.9301
ep-498361,CC(=O)C1COCOC1,0.9965117581434460,0.398102489,-7.477142996,5.7931
ep-498533,CCC1COCC(=O)C1,1.0002106639326400,0.516199879,-7.446122023,5.5909
ep-498674,COC(=O)C1CCOC1,0.480064233146158,0.317012577,-7.419454871,7.9113
ep-5018,CCOC(=O)C=O,1.0539303546118300,-0.421504276,-7.953886374,4.0086
ep-502272,CC1OCCC(=O)C1=O,0.7709081362898370,0.096600399,-7.925586539,2.2799
ep-502278,COC1COC(=O)C1=O,1.0331821707293200,-0.336604771,-7.83116305,2.7911
ep-502282,CC1OC(C)C(=O)C1=O,1.0116922764048800,-0.221500633,-8.168039935,1.6894
ep-502286,O=CC(=O)C1COCO1,0.8067757143721360,-0.595384994,-8.221374239,3.0548
ep-502303,O=CC1OCC(=O)C1=O,0.9596229999469750,-0.596201336,-8.258381716,2.9458
ep-503166,COCC1OCOC1=O,0.7495688668170190,-0.019592194,-7.70871184,3.1894
ep-503256,COC1OCCC(=O)O1,0.9270595141858090,1.579348495,-7.36856959,3.1344
ep-503264,COC1(C)COCC1=O,0.7574809671198450,0.41034761,-7.719324278,4.5492
ep-503265,COC1COC(C)C1=O,0.8289055409921570,0.288168514,-7.811026629,3.8758
ep-503553,CCOC1COCC1=O,0.6591202985052980,0.251705265,-7.762318259,2.454
ep-503564,COC1OCOCC1=O,0.8425887238349800,0.151023159,-7.949804667,4.8188
ep-503680,CC1OCC(=O)C(C)O1,1.2463824361574300,0.783959858,-7.732385741,2.401
ep-503756,CCC1OCC(=O)CO1,1.1504490285999700,0.229391933,-7.742726065,2.9335
ep-5049,COCOC(C)=O,1.0087158623628900,0.145308769,-7.497551531,7.4201
ep-505101,O=C1OC(F)C(F)(F)O1,1.296441518783990,4.989206523,-8.415663493,11.6719
ep-505642,CCCC1OCOC1=O,1.0542741170048500,0.223677544,-7.571294371,2.6416
ep-505649,COC(=O)C1CCCO1,0.4341978400954170,0.262045589,-7.351154307,5.5755
ep-505681,CC1COC(C=O)C1=O,0.6694519119896020,-0.031293087,-7.801230532,2.6929
ep-505754,O=CC1CCC(=O)CO1,0.8864360739408660,0.00571439,-7.561498274,7.6166
ep-505854,CC1C(=O)COC1C=O,1.2128276647297800,0.148302021,-7.825176547,2.7844
ep-505894,COC1OCC(=O)C1=O,1.1257552036978400,-0.296604042,-8.25865383,3.1136
ep-505896,CCOC1OCCC1=O,0.8791902426695140,0.297692497,-7.717419482,4.4958
ep-506868,O=C1COCC(=O)C1=O,1.09139764889973,-0.537152641,-8.366138781,3.331
ep-507127,CC1CC(=O)C(=O)CO1,0.8190603834437980,0.062858288,-7.937015318,2.2668
ep-507142,CC1COCC(=O)C1=O,0.779292826632386,-0.047075687,-7.935110522,2.217
ep-508,CCC(C)OC,2.061357100210420,8.202870501,-7.739188586,1.4419
ep-508207,CC1(C)COCC(=O)C1,0.9990743316584590,0.533887276,-7.487211207,7.9604
ep-508298,CC1CC(=O)COC1C,0.9980056419817520,0.57715337,-7.453469096,5.1732
ep-508310,COC1OCC(=O)C1C,0.8899703084072610,0.308032822,-7.645309325,2.0326
ep-508490,CC1C(=O)COC1(C)C,1.092784373566350,0.441640697,-7.538096488,2.2917
ep-508507,CC1OC(C)C(C)C1=O,1.0931284070588200,0.431572487,-7.540817626,1.87
ep-508621,CC(C)C1CC(=O)CO1,1.0901315507007800,0.369802654,-7.559593478,3.0837
ep-508633,CC(C)C1OCC(=O)O1,1.0198550752400600,0.107212837,-7.565579981,7.1549
ep-508713,CC1OC(=O)C(C)(C)O1,1.0016627701052200,0.078096661,-7.507619742,5.6661
ep-508763,CC(C)C1OCOC1=O,1.0388156015031100,0.189663319,-7.592519248,5.303
ep-513521,CC1OC(C)(C)OC1=O,0.9929591684567140,0.39674192,-7.486122752,5.9269
ep-513524,CCC1OC(=O)C(C)O1,1.2453990776429200,0.16544519,-7.541633967,7.0914
ep-513555,COC(=O)c1c#coc1,0.8052330148950310,-0.55783329,-7.729664603,4.2546
ep-513619,COC1(C)OCC(=O)O1,0.9884197600616970,0.074831295,-7.618370059,5.9906
ep-513645,CC(=O)OC1COCO1,1.0569727406938300,0.058504467,-7.534286894,3.5536
ep-513805,CCC1OC(C)OC1=O,1.0113425648991100,0.098233082,-7.528844618,5.1898
ep-513857,CCOC1OCOC1=O,0.9226270338248440,-0.119730072,-7.713882002,5.5111
ep-524174,CC1CC(=O)C(C)(C)O1,1.1029784121313700,0.452797363,-7.547076243,1.9578
ep-524175,CC1(C)OCCCC1=O,0.9826710590772870,0.712121815,-7.437686495,7.1099
ep-524177,CC(=O)C1(C)COCO1,1.0308836189206600,0.439191673,-7.518504294,4.6132
ep-524178,CC1(C)OCOCC1=O,1.173251136312410,0.557016949,-7.758236552,2.4404
ep-524184,CC1COC(C)(C)C1=O,1.0412626763001100,0.564636135,-7.53755226,4.8015
ep-524189,CCC1(C)OCOC1=O,1.0190441889885300,0.143676086,-7.554151202,6.5884
ep-524247,CC1OC(C)(C)CC1=O,1.0797602305803800,0.464498257,-7.532654212,2.7692
ep-524255,CCC1(C)CC(=O)CO1,1.0830683131340700,0.387762165,-7.548436812,3.1991
ep-524257,CC1(C)CCC(=O)CO1,1.0097478130265300,0.536064186,-7.424625033,3.2035
ep-525407,CC1(C)OCC(=O)C1=O,1.021272017377560,-0.225310226,-8.154434245,2.1284
ep-526350,O=CC(=O)c1ccoc1,1.202698501402580,-0.435926308,-7.932661498,2.3454
ep-526353,O=CC(=O)c1c#coc1,-0.9154357224144350,-0.710761246,-8.298926672,2.7447
ep-527277,COC1COCCC1=O,0.48494819189707600,0.428035007,-7.497551531,2.9449
ep-527281,COC1COCC(=O)C1,0.535168024567167,0.35592485,-7.547892584,5.129
ep-527314,CC(=O)C1COCCO1,0.36850201994953200,0.474566467,-7.381358939,3.0237
ep-527315,COCC1OCCC1=O,0.4969673798357310,0.341502819,-7.687486964,4.2272
ep-527327,COCC1CC(=O)CO1,1.0824878735334600,0.334972088,-7.605308596,4.5364
ep-527372,COC(=O)C1OCCO1,0.6630110566143760,0.01360569,-7.620002741,5.2297
ep-5279,CCOC(=O)OC,1.102803270421940,-0.187214294,-7.400679019,1.5168
ep-529025,CC1COC(C)C(=O)C1,1.0054928211941200,0.568173614,-7.469795924,4.3828
ep-529133,COC1OCCCC1=O,1.045620119032260,0.396469807,-7.618370059,5.425
ep-529209,CC1CC(C)C(=O)CO1,1.0003410680441400,0.572799549,-7.474966086,4.5898
ep-529213,CCCC1CC(=O)CO1,1.164424044093810,0.351843143,-7.569933802,2.4454
ep-529221,CCCC1OCC(=O)O1,1.0246101566828800,-0.041633411,-7.574831851,8.0436
ep-529823,CCC1(C)OCC(=O)O1,1.002835089807120,0.065307312,-7.513334132,7.1209
ep-531801,COC1(C)CC(=O)CO1,1.0538379191088400,0.390483303,-7.580002013,5.9519
ep-531875,COC1CCC(=O)CO1,1.0252584846731300,0.572799549,-7.498367873,3.6039
ep-532075,CC1CC(=O)C(C)CO1,0.993794158588376,0.545588169,-7.362583087,2.9182
ep-532096,CC1COCC(C)C1=O,0.9668644364437980,0.571711094,-7.390338694,2.2668
ep-532142,CCC(=O)C1COCO1,0.539022214846753,0.468852077,-7.435509585,3.5309
ep-532511,CC1CCC(=O)C(C)O1,1.0148564270663300,0.597017677,-7.456734461,3.2898
ep-534169,COC1OC(C)CC1=O,0.743271847584756,0.362183468,-7.681228346,3.1107
ep-534179,COC1OCC(C)C1=O,0.9039153919533970,0.323815422,-7.734290537,4.1886
ep-534230,CC1CCOC(C)C1=O,1.017259420827800,0.552935242,-7.454829665,2.4866
ep-534243,CC(=O)C1OCC(C)O1,0.5299846650164930,0.401639969,-7.550613722,2.3526
ep-534272,CC1C(=O)COCC1=O,1.3884457976887300,0.118641617,-7.806944922,2.8711
ep-534286,CC1OCOC(C)C1=O,1.1499165738931000,0.542322803,-7.75306639,3.0384
ep-535111,CC1(C)CCOCC1=O,0.9803563865505320,0.608718571,-7.440679747,7.1371
ep-549,CCOC(C)C,1.0326199931912200,8.371853171,-7.700004199,1.527
ep-5606,COC(OC)OC,0.7319422889822690,7.918783694,-8.203686842,4.2862
ep-5814,CC1(C)CCOC1,1.0322260783145800,7.971301657,-7.643132414,1.5217
ep-597285,CCC(C)CCC(C)OC,0.9224898476154990,8.241782774,-7.64422087,6.3477
ep-598874,COC(C)CCCC(C)C,0.906107155866419,8.12831132,-7.658642901,8.1853
ep-599150,CCCCCC(CC)OC,0.9123734597589810,8.1791966,-7.637418025,7.4268
ep-603042,CCC(C(C)C)C(C)OC,0.914184585006536,8.10327685,-7.651567942,5.3856
ep-607990,COC(C)(OC)C(C)(C)C,0.9853358751095250,8.062187666,-7.820822726,2.9765
ep-608193,CCC(C)(CC)C(C)OC,0.9405785545958940,8.120147906,-7.582723151,4.9195
ep-608200,CCCC(C)(C)C(C)OC,0.8639733256087060,8.211306029,-7.620819083,6.1593
ep-608237,COC(C(C)C)C(C)(C)C,0.8720109524822840,8.09538555,-7.619458514,3.8384
ep-608243,CCOC(CC)C(C)(C)C,0.8635238727123030,8.393350161,-7.590886565,8.2726
ep-614193,CCCCOC(C)(C)CC,0.8387471117529010,8.116338313,-7.524218684,5.9717
ep-614195,CCC(C)COC(C)CC,0.9264435232156280,8.46491609,-7.600410548,4.4484
ep-614210,CCCCOC(CC)CC,0.8650429702989100,8.273620089,-7.528844618,6.701
ep-614224,CCCOC(C)C(C)CC,0.9044689893439260,8.466820887,-7.584627947,6.7157
ep-614265,CCCCOCC(C)(C)C,0.9473826830027100,8.612945998,-7.634424773,7.1965
ep-614307,CCCCCOCCCC,0.9365208722574670,8.519610964,-7.650751601,5.3405
ep-625703,CCC(OC)(OC)C(C)C,0.9203449380068700,8.048581976,-7.814564108,5.2986
ep-625718,CCC(C)OC(C)C(C)C,0.8547313440414860,8.469542025,-7.510068766,6.1997
ep-625724,CCCOC(C)C(C)(C)C,0.8433929447129190,8.288858462,-7.532109984,7.8915
ep-625750,CC(C)COC(C)C(C)C,0.8878601766146790,8.42409902,-7.585716403,3.488
ep-625874,CC(C)(C)COC(C)(C)C,0.9021737079853170,8.127222865,-7.523130229,5.5166
ep-625885,CCC(C)(C)COC(C)C,0.9300889074094590,8.446140238,-7.595512499,6.047
ep-625889,CCC(C)OCC(C)(C)C,0.9337806717329140,8.40260203,-7.586804858,6.8592
ep-625902,CCC(CC)COC(C)C,0.8044842982379960,8.428997069,-7.582723151,6.0207
ep-625907,CCCC(C)COC(C)C,0.9118196189200750,8.405051054,-7.620274855,5.843
ep-625927,CCC(CC)OCC(C)C,0.88208161724904,8.271987406,-7.550613722,8.0212
ep-627794,CCCC(CC)(CC)OC,0.8962123752858390,7.912525076,-7.534559008,3.5457
ep-627852,CCC(C)(CC(C)C)OC,0.9127765814006190,7.963954585,-7.574559737,4.1376
ep-627871,CCCCC(C)(CC)OC,0.9286178352043160,7.928579791,-7.55687234,3.9341
ep-628022,CCCC(CC(C)C)OC,0.9030823596577710,8.166135138,-7.627349814,6.8726
ep-628050,CCCCC(CCC)OC,0.925430885764706,8.176475462,-7.637145911,5.3125
ep-6327,CC1COCC1C,0.9008727723300180,8.032527262,-7.581362582,4.9064
ep-6359,CC1CCOC1C,0.8886241353420170,8.087222136,-7.557960795,4.5682
ep-636604,COC(C)(CC(C)C)OC,0.8497538279001310,7.939192229,-7.828441912,1.8344
ep-645882,CCC(CC)(OC)C(C)C,0.8818519178216080,8.081235632,-7.514422587,3.2905
ep-646049,CCC(OC)C(C)C(C)C,0.9032839330173060,8.236340498,-7.588709654,4.6515
ep-646050,CCC(CC)C(CC)OC,0.8931433869828860,8.177291804,-7.612383555,7.5728
ep-646053,CCCC(OC)C(C)CC,0.8725524734208150,8.195251315,-7.602043231,7.735
ep-646055,CCCC(C)C(CC)OC,0.8828337675533290,8.067902056,-7.603948027,3.9819
ep-646157,COC(CC(C)C)C(C)C,0.8914443773969340,8.094024981,-7.602859572,6.8364
ep-646159,CCCCC(OC)C(C)C,0.8926495872140570,8.181917738,-7.613199896,5.5088
ep-646529,CCCC(C)(CC)OCC,0.8419798154159410,8.070623194,-7.511429335,6.3884
ep-6504,CC1COCC1=O,1.189099363566750,0.30503957,-7.629254611,1.3738
ep-651255,CCCOCOCC(C)C,0.5995367892550980,8.026540759,-7.96504304,2.0549
ep-6535,CCC1CCOC1,1.0220903915825500,8.051847342,-7.615376807,1.5451
ep-653736,CC(C)CCOC(C)(C)C,0.8612448140020100,8.016744662,-7.522586001,6.6171
ep-653739,CCCCCOC(C)(C)C,0.8678347652467600,8.008853362,-7.50816397,6.1274
ep-6572,CC1CCOCC1,0.938449087847323,8.36967626,-7.695922492,6.5465
ep-657299,CCCOC(C)(CC)OC,1.0652040017589000,8.052935797,-7.887490607,1.377
ep-657305,CCC(C)OC(CC)OC,0.5986397221317640,8.12042002,-7.840687033,5.5736
ep-657450,CCCC(C)(OC)OCC,0.19811248575890200,7.949260439,-7.763406714,1.5305
ep-657452,CCOC(C)(CC)OCC,0.42566290370258100,7.92068849,-7.78245468,1.5073
ep-657455,CCCC(OC)OC(C)C,0.6759500834072610,8.113889288,-7.905722231,2.0326
ep-657486,CCCC(OCC)OCC,0.6366498791096540,8.148447741,-7.829530367,6.557
ep-657896,CCOC(C)(C)OC(C)C,1.0013276988995300,8.182461966,-7.686942736,1.8265
ep-657966,CCCOC(C)(C)OCC,1.063144453560630,8.242327002,-7.855653292,1.4507
ep-657976,CCCOC(C)OCOC,0.6792646166128670,7.972390112,-8.099739371,6.2237
ep-661336,CCCC(C)C(C)(C)OC,0.8706427739605870,7.906266459,-7.548708926,5.1354
ep-661341,COC(C)C(C)CC(C)C,0.9192632418938740,8.254300009,-7.654833308,5.0958
ep-661354,CCCC(CC)C(C)OC,0.9196441906346820,8.285320982,-7.626805586,4.867
ep-661836,CCC(CC)C(C)(C)OC,0.8971722132087460,7.913341418,-7.532382098,4.1093
ep-661839,CCOC(C)C(CC)CC,0.8299358125124840,8.217292532,-7.535919577,5.0423
ep-662150,CCC(C)(C)CC(C)OC,0.9115227583644350,8.122869044,-7.647214121,7.9685
ep-662184,COC(C)(C)CC(C)(C)C,0.8993050815970390,7.926130766,-7.54898104,3.8902
ep-662210,CCC(CC(C)(C)C)OC,0.8807127919433200,8.108174899,-7.628982497,6.7925
ep-662287,CCC(CC)CC(C)OC,0.8941513234940550,8.168312048,-7.648302577,8.1242
ep-662320,CCCC(C)CC(C)OC,0.8383736088464320,8.218380988,-7.596600955,7.2398
ep-662381,CCC(C)CC(CC)OC,0.8878418761391920,8.086405795,-7.597961524,7.4918
ep-662639,CCCCOCOCCC,0.6442456950590050,7.980281413,-7.928579791,6.3469
ep-6637,CC1COC(C)C1,0.8807646490001890,7.941097025,-7.546532015,5.2835
ep-6638,CC1CCCOC1,0.9353575106623850,8.242327002,-7.661091925,4.8807
ep-663913,CC(C)OCCC(C)(C)C,0.8733082631111900,8.420289427,-7.622723879,7.7561
ep-663914,CCCOCCC(C)(C)C,0.9413006952215930,8.540835841,-7.642316073,5.5981
ep-663918,CCOC(C)CC(C)CC,0.8689439894386240,8.32668228,-7.576464533,6.0097
ep-663923,CCCOCCC(C)CC,0.9328852276892920,8.531583971,-7.648030463,5.9815
ep-664259,CCCCC(C)OC(C)C,0.839412732852094,8.434711459,-7.513606246,7.7982
ep-664262,CCCCCCOC(C)C,0.8794575434059430,8.307906428,-7.577552989,8.3891
ep-664273,CCCCCCOCCC,0.9099134814339750,8.496481291,-7.649663146,8.4922
ep-664298,CCCCC(C)OCCC,0.8823545151409660,8.295389193,-7.551430064,8.4446
ep-666730,CCOC(C)(C)CC(C)C,0.8559474818701310,7.937559546,-7.520953318,5.1221
ep-666732,CCCCC(C)(C)OCC,0.8642074267446970,8.116338313,-7.530749415,6.0959
ep-666741,CCOC(CC)CC(C)C,0.8864356111904620,8.422194224,-7.608573962,5.4436
ep-666790,CCC(C)CC(OC)OC,0.8892458262506210,8.019737914,-7.959872878,6.3989
ep-684,CCC(=O)C=O,1.3503640887628500,-0.475110695,-8.120964247,1.6884
ep-690,CC(=O)CC=O,1.192636779115380,-0.052517963,-7.730753058,1.9882
ep-71310,CCC(OC)C(C)(C)C,0.9460028108380260,8.215931963,-7.680956233,2.3794
ep-71313,COC(C(C)C)C(C)C,0.9880177205962310,8.270354723,-7.700548426,1.9313
ep-71318,CCC(C)C(CC)OC,0.9633585414661910,8.247497164,-7.65782656,2.2553
ep-71324,CCOC(CC)C(C)C,0.922820253070028,8.341648539,-7.616465262,3.9984
ep-71330,CCCC(OC)C(C)C,0.9665700809716760,8.207224322,-7.655921763,2.7962
ep-71464,CCC(CC(C)C)OC,0.8950502809564650,8.1713053,-7.649391032,2.6921
ep-71469,CCCC(CC)OCC,0.9081891763195090,8.268994154,-7.601771117,4.3016
ep-71475,CCCC(CCC)OC,0.9747273592438760,8.227360743,-7.67360916,2.5964
ep-71480,CCCCC(CC)OC,0.9657336107646730,8.253483668,-7.680684119,2.1383
ep-71552,CCOC(C)(CC)CC,0.8882268789401880,8.179468714,-7.553606974,3.1131
ep-71554,CCC(CC)OC(C)C,0.9008348613810620,8.423282679,-7.537824374,2.5282
ep-71559,CCCOC(CC)CC,0.9602388373515740,8.408588534,-7.653744853,1.937
ep-716638,FC(F)(F)COCC(F)(F)F,0.61284588179709,5.497787215,-8.915808657,58.0184
ep-73321,CCC(CC)C(C)OC,0.8352967430004580,8.239605864,-7.679051436,2.183
ep-736,CCCCOC,1.0516581527516300,8.350084067,-7.765583624,1.6069
ep-7640,CC1OCCC1=O,1.0604448390138400,0.452797363,-7.571294371,5.3606
ep-7658,COC1CCCC1,,8.181101397,-7.747352,1.3707
ep-7661,CCC1CCCO1,0.8893076258256960,8.190081152,-7.658098673,3.3453
ep-7852,CC1CCCCO1,0.9467833761685050,8.251850985,-7.663268836,3.4895
ep-7865,CC1CC(=O)CO1,1.190471604242800,0.281365669,-7.614288352,1.3081
ep-7868,CC1CCC(C)O1,0.9111386649960420,8.387635771,-7.625172904,3.7641
ep-7990,CC1OCOC1=O,1.1067157029130700,0.142043404,-7.602043231,1.4264
ep-800,CCCOCC,0.9586540503642380,8.512808119,-7.686126395,4.6508
ep-8896,O=C1COCC1=O,1.0857100100963200,-0.287080059,-8.226544402,2.907
ep-8902,O=C1CCOCC1,0.9856454427693030,0.483546223,-7.393876174,5.8215
ep-8910,O=C1CCCOC1,1.0200133826332100,0.431572487,-7.473605517,1.5881
ep-8959,O=C1COCOC1,1.4342560336043100,0.131975193,-7.818917929,1.7362
ep-896,COC(C)OC,0.6448159125503840,7.956335398,-8.000417834,1.8349
ep-9006,COC1CCCO1,1.1122506701697500,7.914701987,-7.923953856,2.1967
ep-91355,CCOC(C)(CC)OC,0.35301816505206500,7.905994345,-7.831707278,1.2254
ep-91396,COC(C)(C)OC(C)C,1.0821463706647500,8.046949294,-7.814291995,1.3193
ep-91405,CCOC(C)(C)OCC,0.35899198590178500,7.910076052,-7.783815249,1.4173
ep-91517,COC(C)(OC)C(C)C,0.22270844412823800,8.034704173,-7.805856467,1.583
ep-91520,CCCC(C)(OC)OC,1.0980399894957200,8.016472548,-7.919600035,1.4605
ep-91575,CCC(OC)(OC)OC,0.8202996752442690,7.985179461,-7.996064013,2.7306
ep-91818,COC(OC)C(C)(C)C,0.7103967281884250,8.184094649,-7.900824183,8.3216
ep-91820,CCOC(OC)C(C)C,0.6978876336102130,8.308722769,-7.883681014,7.5177
ep-91826,CCC(C)C(OC)OC,0.6528508477267970,8.141644896,-7.917967352,5.7481
