EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-38085,CCCC1CCOC1,0.8960043820476191,8.016744662,-7.590614451,5.88,"[1, 0, 0, 0, 1]",3,-0.8159991268045511,-0.41699056756397007,0.24901822990683614
ep-38087,CCC1CCOCC1,0.9187965308898008,8.238517409,-7.643404528,6.4819,"[1, 0, 0, 0, 1]",3,-0.6819467082955682,-0.4182132945144515,0.22836855074109866
ep-399,C1COCO1,0.937751077736829,7.517960066,-8.214571394,1.9911,"[1, 0, 0, 0, 1]",3,0.12482894592255071,-0.7475105587278171,0.15435270011123778
ep-493398,CC(=O)C1OCCC1C,0.9692382553241808,0.56354768,-7.360134062,2.8626,"[1, 1, 0, 0, 1]",3,-0.7255365674346295,0.41639483558074514,1.4923697367370532
ep-493404,CC(C)C1OCCC1=O,1.0728885818819884,0.454430046,-7.540001284,3.3895,"[1, 1, 0, 0, 1]",3,-0.27747201186432036,0.3177767563512071,1.6407337285912853
ep-493440,CCC1OCC(=O)C1C,1.0491118686586058,0.445994518,-7.532109984,4.2344,"[1, 1, 0, 0, 1]",3,-0.2684633072447563,0.3371572144065021,1.5407121881555363
ep-493886,CCC1(C)OCCC1=O,1.0738780730919664,0.448171429,-7.54326665,3.1642,"[1, 1, 0, 0, 1]",3,-0.2826404692447103,0.3130352146186597,1.652357757470496
ep-493897,COC1C(=O)COC1C,0.8245555860174207,0.216874699,-7.80177476,3.6451,"[1, 1, 0, 0, 1]",3,-0.04034416211094927,0.2759587825971701,0.7710992851773388
ep-493924,CCC1OCC(C)C1=O,1.066689449260274,0.56572459,-7.540273398,3.2704,"[1, 1, 0, 0, 1]",3,-0.2956816651509518,0.32679885549884974,1.6192539434292155
ep-493930,CCC1OCCCC1=O,0.9980821560777572,0.514567196,-7.443400885,3.3579,"[1, 1, 0, 0, 1]",3,-0.5234262725227242,0.3794066469706224,1.4955575957339127
ep-493936,CCC1OCOCC1=O,1.1367739168174658,0.548037193,-7.790073866,4.2644,"[1, 1, 0, 0, 1]",3,0.2608111446045792,0.22475711282740324,1.5948778742642542
ep-493937,COC1CCOCC1=O,1.1167677018215874,0.276467621,-7.738916472,4.0468,"[1, 1, 0, 0, 1]",3,0.15580916832792702,0.22533031238074022,1.6083574660648472
ep-493964,CCC1OCC(=O)C1=O,1.0304490891752578,-0.249528355,-8.183006194,2.134,"[1, 1, 0, 0, 1]",3,0.7671423002702279,0.02019199629678741,1.1909054034454802
ep-493980,CCC1OC(C)CC1=O,1.0692071341410871,0.479464516,-7.540817626,3.1966,"[1, 1, 0, 0, 1]",3,-0.29146032632390956,0.3181516073955369,1.6367977650169674
ep-494034,CCCC1OCCC1=O,1.08521085453245,0.457967525,-7.558777136,2.9969,"[1, 1, 0, 0, 1]",3,-0.2541890972113131,0.30276765938628225,1.6802156911435318
ep-494039,CC(=O)C1CC(C)CO1,0.966431439541847,0.555112152,-7.38571276,6.5393,"[1, 1, 0, 0, 1]",3,-0.4852166930042241,0.4519318783570949,1.2942013939655388
ep-494393,CCC1CC(=O)CCO1,1.0257631639896023,0.461232891,-7.39931845,2.6929,"[1, 1, 0, 0, 1]",3,-0.6055924344084485,0.37551403370761743,1.6397648831154106
ep-494482,CCC1CCC(=O)CO1,1.010943192771704,0.560282314,-7.483401614,4.976,"[1, 1, 0, 0, 1]",3,-0.3567317254276176,0.38425387056896193,1.4233740811710367
ep-494669,CCC1CC(=O)C(C)O1,1.09046049637931,0.454974274,-7.544899333,2.552,"[1, 1, 0, 0, 1]",3,-0.2969234863334967,0.30074837759426404,1.7258298459761892
ep-495005,CC(=O)OC1CCOC1,0.8665175952314859,0.192928684,-7.402855929,7.8346,"[1, 1, 0, 0, 1]",3,-0.46361044519846206,0.46131226603579234,0.9728775945165784
ep-497236,COC(=O)c1cc#co1,0.951218567084954,-0.533887276,-7.713882002,1.5632,"[1, 1, 0, 0, 1]",3,-0.139033037526309,0.18754325370945893,1.349457261746005
ep-497844,CC(=O)C1COCC1C,0.4484459227906148,0.582595646,-7.35850138,5.626,"[1, 0, 0, 0, 1]",3,-1.25892026354949,-0.794008718074975,-0.18945302136570766
ep-497845,CC(C)C1COCC1=O,1.0687470178115974,0.436198421,-7.53755226,3.5663,"[1, 0, 0, 0, 1]",3,-0.44261490941500464,-1.0746389286012195,1.5293898845479528
ep-498273,CC(=O)C1(C)CCOC1,0.3577692088131343,0.559738087,-7.406121295,2.6115,"[1, 0, 0, 0, 1]",3,-1.4266261962832987,-0.824369055294342,-0.3325301466801731
ep-498275,CC1(C)COCCC1=O,1.0006757382625435,0.510485489,-7.413196253,1.8854,"[1, 0, 0, 0, 1]",3,-0.8198034088979126,-1.0236524210392433,1.4989455426016762
ep-498279,CC1OCC(=O)C1(C)C,1.0650698623921293,0.478103947,-7.541906081,3.3948,"[1, 1, 0, 0, 1]",3,-0.28287068077883426,0.32124358414895415,1.615248925420876
ep-498286,CCC1(C)COCC1=O,1.0574057461604267,0.486539474,-7.542994536,6.6934,"[1, 0, 0, 0, 1]",3,-0.2784825269719926,-1.0312470504967066,1.3422967042894343
ep-498292,CC1(C=O)COCC1=O,0.7881779955913035,0.018775852,-7.867626299,2.3619,"[1, 0, 0, 0, 1]",3,-0.18744486572357558,-1.164649001646463,0.6059174934121128
ep-498297,CC1OCC(C)(C)C1=O,1.0690182994931572,0.572527435,-7.550069495,3.2369,"[1, 1, 0, 0, 1]",3,-0.27859443825572366,0.3226251824279495,1.6198933896982948
ep-498303,CC1(C)COC(=O)C1=O,0.9116083814412184,-0.171975922,-7.685582167,4.6911,"[1, 1, 0, 0, 1]",3,-0.0783949345931049,0.2762047078806072,1.0801561871878989
ep-498311,CCC1COCCC1=O,0.9759434764116466,0.570622639,-7.359589835,3.1289,"[1, 0, 0, 0, 1]",3,-0.8733093633409972,-0.9767356703889079,1.4036381998779117
ep-498314,CC(=O)C1CCCOC1,0.9451997446577168,0.615793529,-7.352242762,6.5773,"[1, 0, 0, 0, 1]",3,-0.7327827559756578,-0.9195317126767167,1.1565629463774325
ep-498317,CCC1C(=O)COC1C,1.0724266078915614,0.436198421,-7.549253153,3.2599,"[1, 1, 0, 0, 1]",3,-0.26786032138772115,0.31144945977927846,1.6406246560056719
ep-498318,CC(=O)C1CCOC1C,0.9786652597910892,0.523002724,-7.382719508,4.0491,"[1, 1, 0, 0, 1]",3,-0.6108952897605562,0.41659516579630185,1.4505203381104763
ep-498333,CCC1COC(C)C1=O,1.066363291356081,0.563819794,-7.542994536,3.6868,"[1, 1, 0, 0, 1]",3,-0.2687247081107235,0.33081605897096206,1.5969922362695859
ep-498342,CCC1COC(=O)C1=O,0.8960971621303646,-0.195649822,-7.677690867,3.4089,"[1, 1, 0, 0, 1]",3,-0.17512647142653623,0.26604089151426347,1.104711916468233
ep-498343,O=CC(=O)C1CCOC1,0.6271393946829444,-0.352115257,-7.947083529,5.5864,"[1, 0, 0, 0, 1]",3,-0.01327290375540802,-1.1380486125501983,-0.020119735550995627
ep-498346,CCCC1COCC1=O,1.0476665424539875,0.417694683,-7.55115795,5.705,"[1, 0, 0, 0, 1]",3,-0.32336323167897185,-1.049007605862981,1.361788066575098
ep-498360,COCC1COCC1=O,0.4171557188649395,0.396197693,-7.532109984,3.9301,"[1, 0, 0, 0, 1]",3,-1.0697141143111906,-0.8849623200915144,-0.30279402234975095
ep-498361,CC(=O)C1COCOC1,0.9965117581434464,0.398102489,-7.477142996,5.7931,"[1, 0, 0, 0, 1]",3,-0.4960655615852103,-1.0073729113676948,1.2681394714479277
ep-498533,CCC1COCC(=O)C1,1.0002106639326405,0.516199879,-7.446122023,5.5909,"[1, 0, 0, 0, 1]",3,-0.5636783245904305,-0.9900416078344572,1.2996049518269974
ep-498674,COC(=O)C1CCOC1,0.480064233146158,0.317012577,-7.419454871,7.9113,"[1, 1, 0, 0, 1]",3,-0.8168602303369183,0.5764422116686124,-0.13382117655120276
ep-502272,CC1OCCC(=O)C1=O,0.7709081362898371,0.096600399,-7.925586539,2.2799,"[1, 1, 0, 0, 1]",3,0.05474009949219086,0.21915549363299094,0.6088868096739106
ep-502278,COC1COC(=O)C1=O,1.0331821707293185,-0.336604771,-7.83116305,2.7911,"[1, 1, 0, 0, 1]",3,0.20002774720467847,0.15116116641627153,1.4217161003163208
ep-502282,CC1OC(C)C(=O)C1=O,1.0116922764048777,-0.221500633,-8.168039935,1.6894,"[1, 1, 0, 0, 1]",3,0.6972546478808823,0.027901155613901555,1.1674649978887555
ep-502286,O=CC(=O)C1COCO1,0.8067757143721357,-0.595384994,-8.221374239,3.0548,"[1, 1, 0, 0, 1]",3,0.6829877658892197,0.05381111265663786,0.524816164035584
ep-502303,O=CC1OCC(=O)C1=O,0.9596229999469754,-0.596201336,-8.258381716,2.9458,"[1, 1, 0, 0, 1]",3,0.8913335680146902,-0.0050425836517860164,0.9315458353582161
ep-503166,COCC1OCOC1=O,0.7495688668170188,-0.019592194,-7.70871184,3.1894,"[1, 1, 0, 0, 1]",3,-0.28675286260149196,0.30768442478601715,0.6683843727301368
ep-503256,COC1OCCC(=O)O1,0.9270595141858092,1.579348495,-7.36856959,3.1344,"[1, 1, 0, 0, 1]",3,-0.7940125290300084,0.5090050623194199,1.2684460339767683
ep-503264,COC1(C)COCC1=O,0.7574809671198452,0.41034761,-7.719324278,4.5492,"[1, 1, 0, 0, 1]",3,-0.21111880962569052,0.35209822539036023,0.5821189233661667
ep-503265,COC1COC(C)C1=O,0.8289055409921566,0.288168514,-7.811026629,3.8758,"[1, 1, 0, 0, 1]",3,-0.011549059454275668,0.2797370132612539,0.7597936134887069
ep-503553,CCOC1COCC1=O,0.6591202985052977,0.251705265,-7.762318259,2.454,"[1, 1, 0, 0, 1]",3,-0.3372822423750717,0.32613719243542955,0.3891735992924891
ep-503564,COC1OCOCC1=O,0.8425887238349796,0.151023159,-7.949804667,4.8188,"[1, 1, 0, 0, 1]",3,0.30096558026565273,0.22497021936864298,0.6681640030244191
ep-503680,CC1OCC(=O)C(C)O1,1.2463824361574345,0.783959858,-7.732385741,2.401,"[1, 1, 0, 0, 1]",3,0.1547912549678626,0.21072980579415956,2.009328542727774
ep-503756,CCC1OCC(=O)CO1,1.1504490285999656,0.229391933,-7.742726065,2.9335,"[1, 1, 0, 0, 1]",3,0.13805136393540318,0.19696315142776108,1.75634579583372
ep-505642,CCCC1OCOC1=O,1.0542741170048453,0.223677544,-7.571294371,2.6416,"[1, 1, 0, 0, 1]",3,-0.2690069051712456,0.28409695751657943,1.6217741165950517
ep-505649,COC(=O)C1CCCO1,0.4341978400954174,0.262045589,-7.351154307,5.5755,"[1, 1, 0, 0, 1]",3,-1.1032032964986673,0.5820455681202127,-0.09951996989074224
ep-505681,CC1COC(C=O)C1=O,0.6694519119896023,-0.031293087,-7.801230532,2.6929,"[1, 1, 0, 0, 1]",3,-0.23108803304353698,0.2892663042554179,0.40385198303572883
ep-505754,O=CC1CCC(=O)CO1,0.8864360739408659,0.00571439,-7.561498274,7.6166,"[1, 1, 0, 0, 1]",3,-0.17035904679682304,0.3792495600804283,0.9437273601699256
ep-505854,CC1C(=O)COC1C=O,1.2128276647297802,0.148302021,-7.825176547,2.7844,"[1, 1, 0, 0, 1]",3,0.33869277345965826,0.14027683899079763,1.8869914004926414
ep-505894,COC1OCC(=O)C1=O,1.1257552036978418,-0.296604042,-8.25865383,3.1136,"[1, 1, 0, 0, 1]",3,1.0472793317886298,-0.026913656806157763,1.3623424852644694
ep-505896,CCOC1OCCC1=O,0.8791902426695137,0.297692497,-7.717419482,4.4958,"[1, 1, 0, 0, 1]",3,-0.09159961703068747,0.30842816318557215,0.9360292160987099
ep-506868,O=C1COCC(=O)C1=O,1.09139764889973,-0.537152641,-8.366138781,3.331,"[1, 0, 0, 0, 1]",3,1.0576202974203022,-1.468588794291057,1.1066189845650425
ep-507127,CC1CC(=O)C(=O)CO1,0.8190603834437975,0.062858288,-7.937015318,2.2668,"[1, 1, 0, 0, 1]",3,0.12298092415037029,0.19831027558026124,0.7390582049956839
ep-507142,CC1COCC(=O)C1=O,0.779292826632386,-0.047075687,-7.935110522,2.217,"[1, 0, 0, 0, 1]",3,-0.08331378949240881,-1.1941386236006633,0.5462436480717907
ep-508207,CC1(C)COCC(=O)C1,0.9990743316584594,0.533887276,-7.487211207,7.9604,"[1, 0, 0, 0, 1]",3,-0.3667618563260745,-0.9746363906780717,1.1545405947119045
ep-508298,CC1CC(=O)COC1C,0.998005641981752,0.57715337,-7.453469096,5.1732,"[1, 1, 0, 0, 1]",3,-0.411631811832084,0.40280906946125905,1.3974389164035375
ep-508310,COC1OCC(=O)C1C,0.8899703084072614,0.308032822,-7.645309325,2.0326,"[1, 1, 0, 0, 1]",3,-0.3394462134046962,0.30285349469947354,1.131812866346042
ep-508490,CC1C(=O)COC1(C)C,1.092784373566348,0.441640697,-7.538096488,2.2917,"[1, 1, 0, 0, 1]",3,-0.31973430480422926,0.29837571318155015,1.7504987650818928
ep-508507,CC1OC(C)C(C)C1=O,1.0931284070588234,0.431572487,-7.540817626,1.87,"[1, 1, 0, 0, 1]",3,-0.33685881559438274,0.2913211686410741,1.7702736338949612
ep-508621,CC(C)C1CC(=O)CO1,1.0901315507007814,0.369802654,-7.559593478,3.0837,"[1, 1, 0, 0, 1]",3,-0.23837193325870032,0.29514249093399925,1.6968912049028557
ep-508633,CC(C)C1OCC(=O)O1,1.0198550752400593,0.107212837,-7.565579981,7.1549,"[1, 1, 0, 0, 1]",3,-0.06286631397692401,0.3419631569558124,1.327019655299883
ep-508713,CC1OC(=O)C(C)(C)O1,1.0016627701052223,0.078096661,-7.507619742,5.6661,"[1, 1, 0, 0, 1]",3,-0.25988204508504154,0.3482000337866798,1.3893683177709393
ep-508763,CC(C)C1OCOC1=O,1.0388156015031116,0.189663319,-7.592519248,5.303,"[1, 1, 0, 0, 1]",3,-0.10198096391851479,0.31044753563006594,1.4412760115410959
ep-513521,CC1OC(C)(C)OC1=O,0.9929591684567144,0.39674192,-7.486122752,5.9269,"[1, 1, 0, 0, 1]",3,-0.30931508499745847,0.3870620736694298,1.340445914655552
ep-513524,CCC1OC(=O)C(C)O1,1.2453990776429196,0.16544519,-7.541633967,7.0914,"[1, 1, 0, 0, 1]",3,0.11031698724276869,0.2901703447109272,1.9725716496160086
ep-513555,COC(=O)c1c#coc1,0.8052330148950311,-0.55783329,-7.729664603,4.2546,"[1, 1, 0, 0, 1]",3,-0.10848917432789928,0.25441234873721574,0.8054516560944953
ep-513619,COC1(C)OCC(=O)O1,0.9884197600616969,0.074831295,-7.618370059,5.9906,"[1, 1, 0, 0, 1]",3,-0.06317044329598723,0.31457820082188687,1.2597022382180574
ep-513645,CC(=O)OC1COCO1,1.0569727406938314,0.058504467,-7.534286894,3.5536,"[1, 1, 0, 0, 1]",3,-0.2721838507123664,0.2951335394820792,1.6265089251489089
ep-513805,CCC1OC(C)OC1=O,1.0113425648991097,0.098233082,-7.528844618,5.1898,"[1, 1, 0, 0, 1]",3,-0.24038049722199922,0.3333286527213043,1.422258567171645
ep-513857,CCOC1OCOC1=O,0.9226270338248443,-0.119730072,-7.713882002,5.5111,"[1, 1, 0, 0, 1]",3,0.022805594770552124,0.2766934902437086,1.0480386293988178
ep-524174,CC1CC(=O)C(C)(C)O1,1.1029784121313717,0.452797363,-7.547076243,1.9578,"[1, 1, 0, 0, 1]",3,-0.31278310094445966,0.288931530060782,1.7874770507114808
ep-524175,CC1(C)OCCCC1=O,0.9826710590772866,0.712121815,-7.437686495,7.1099,"[1, 1, 0, 0, 1]",3,-0.35710500043659626,0.44738095843761644,1.2628350188588793
ep-524177,CC(=O)C1(C)COCO1,1.0308836189206625,0.439191673,-7.518504294,4.6132,"[1, 1, 0, 0, 1]",3,-0.2891410005576577,0.35150946898278296,1.4820191601597197
ep-524178,CC1(C)OCOCC1=O,1.173251136312408,0.557016949,-7.758236552,2.4404,"[1, 1, 0, 0, 1]",3,0.1425564293794714,0.20457939338474165,1.8043200748434347
ep-524184,CC1COC(C)(C)C1=O,1.0412626763001145,0.564636135,-7.53755226,4.8015,"[1, 1, 0, 0, 1]",3,-0.242734118371571,0.35369254045920984,1.4780535446603555
ep-524189,CCC1(C)OCOC1=O,1.0190441889885251,0.143676086,-7.554151202,6.5884,"[1, 1, 0, 0, 1]",3,-0.11604860554914054,0.3424046869947541,1.3563039706434799
ep-524247,CC1OC(C)(C)CC1=O,1.0797602305803844,0.464498257,-7.532654212,2.7692,"[1, 1, 0, 0, 1]",3,-0.31747353661325517,0.3117605212995739,1.6934430075268179
ep-524255,CCC1(C)CC(=O)CO1,1.0830683131340688,0.387762165,-7.548436812,3.1991,"[1, 1, 0, 0, 1]",3,-0.259422507030957,0.3041344594386696,1.6779816619137338
ep-524257,CC1(C)CCC(=O)CO1,1.0097478130265334,0.536064186,-7.424625033,3.2035,"[1, 1, 0, 0, 1]",3,-0.5540509039344739,0.38285521795103716,1.5467672642762378
ep-525407,CC1(C)OCC(=O)C1=O,1.021272017377561,-0.225310226,-8.154434245,2.1284,"[1, 1, 0, 0, 1]",3,0.7069489225284483,0.03527124841229383,1.183451020348876
ep-527277,COC1COCCC1=O,0.4849481918970761,0.428035007,-7.497551531,2.9449,"[1, 1, 0, 0, 1]",3,-0.9506143823303089,0.4941900412643289,0.04939693642141342
ep-527281,COC1COCC(=O)C1,0.535168024567167,0.35592485,-7.547892584,5.129,"[1, 1, 0, 0, 1]",3,-0.692267690387202,0.4821033018496679,0.05791772799417617
ep-527314,CC(=O)C1COCCO1,0.3685020199495321,0.474566467,-7.381358939,3.0237,"[1, 1, 0, 0, 1]",3,-1.2646986129818267,0.5752754212549569,-0.20252922203688628
ep-527315,COCC1OCCC1=O,0.4969673798357306,0.341502819,-7.687486964,4.2272,"[1, 1, 0, 0, 1]",3,-0.5355435843581833,0.4290551517282899,-0.10306844142532097
ep-527327,COCC1CC(=O)CO1,1.0824878735334629,0.334972088,-7.605308596,4.5364,"[1, 1, 0, 0, 1]",3,-0.08634299904530862,0.29534186316023114,1.578062766129481
ep-527372,COC(=O)C1OCCO1,0.6630110566143756,0.01360569,-7.620002741,5.2297,"[1, 1, 0, 0, 1]",3,-0.4173416106543117,0.39291551977595834,0.38957240269642496
ep-529025,CC1COC(C)C(=O)C1,1.0054928211941223,0.568173614,-7.469795924,4.3828,"[1, 1, 0, 0, 1]",3,-0.41809633752432707,0.3842442815081169,1.4449203911616952
ep-529133,COC1OCCCC1=O,1.045620119032258,0.396469807,-7.618370059,5.425,"[1, 1, 0, 0, 1]",3,-0.055376301336158285,0.3167544129691849,1.4186780719958345
ep-529209,CC1CC(C)C(=O)CO1,1.0003410680441411,0.572799549,-7.474966086,4.5898,"[1, 1, 0, 0, 1]",3,-0.4032827268723655,0.38669221680852767,1.4167447060725076
ep-529213,CCCC1CC(=O)CO1,1.164424044093809,0.351843143,-7.569933802,2.4454,"[1, 1, 0, 0, 1]",3,-0.180951090658793,0.2608383584019986,1.92901322699926
ep-529221,CCCC1OCC(=O)O1,1.0246101566828782,-0.041633411,-7.574831851,8.0436,"[1, 1, 0, 0, 1]",3,0.014021804183658716,0.3362456414360077,1.3047746617664844
ep-529823,CCC1(C)OCC(=O)O1,1.002835089807117,0.065307312,-7.513334132,7.1209,"[1, 1, 0, 0, 1]",3,-0.16966769827846062,0.36249654461764097,1.3212422213610486
ep-531801,COC1(C)CC(=O)CO1,1.0538379191088392,0.390483303,-7.580002013,5.9519,"[1, 1, 0, 0, 1]",3,-0.08509358429714753,0.334607801447681,1.444260780681521
ep-531875,COC1CCC(=O)CO1,1.0252584846731316,0.572799549,-7.498367873,3.6039,"[1, 1, 0, 0, 1]",3,-0.3914132464990853,0.35883838444978333,1.5164476892236027
ep-532075,CC1CC(=O)C(C)CO1,0.993794158588376,0.545588169,-7.362583087,2.9182,"[1, 1, 0, 0, 1]",3,-0.6931954362955877,0.4077200238102245,1.5582533362297222
ep-532096,CC1COCC(C)C1=O,0.9668644364437976,0.571711094,-7.390338694,2.2668,"[1, 0, 0, 0, 1]",3,-0.8754511838126426,-0.9959949191782526,1.3971908321568467
ep-532142,CCC(=O)C1COCO1,0.539022214846753,0.468852077,-7.435509585,3.5309,"[1, 1, 0, 0, 1]",3,-0.9757847237175765,0.512139660226875,0.2130172586576244
ep-532511,CC1CCC(=O)C(C)O1,1.0148564270663265,0.597017677,-7.456734461,3.2898,"[1, 1, 0, 0, 1]",3,-0.4920911324753838,0.37534968257247764,1.529248295894667
ep-534169,COC1OC(C)CC1=O,0.743271847584756,0.362183468,-7.681228346,3.1107,"[1, 1, 0, 0, 1]",3,-0.3660133872608818,0.34892888451617965,0.6409511574492343
ep-534179,COC1OCC(C)C1=O,0.9039153919533972,0.323815422,-7.734290537,4.1886,"[1, 1, 0, 0, 1]",3,-0.05609493699116208,0.29340805999514613,1.00557254033771
ep-534230,CC1CCOC(C)C1=O,1.017259420827797,0.552935242,-7.454829665,2.4866,"[1, 1, 0, 0, 1]",3,-0.5338998056841219,0.3620740980366331,1.5789082077358265
ep-534243,CC(=O)C1OCC(C)O1,0.5299846650164926,0.401639969,-7.550613722,2.3526,"[1, 1, 0, 0, 1]",3,-0.8448827361984284,0.4522888500882211,0.1683112065105316
ep-534272,CC1C(=O)COCC1=O,1.3884457976887252,0.118641617,-7.806944922,2.8711,"[1, 0, 0, 0, 1]",3,0.3183839292484622,-1.2997018269218654,2.294668354875739
ep-534286,CC1OCOC(C)C1=O,1.1499165738931016,0.542322803,-7.75306639,3.0384,"[1, 1, 0, 0, 1]",3,0.14375113805505293,0.21931313989757203,1.7157903095333318
ep-535111,CC1(C)CCOCC1=O,0.9803563865505316,0.608718571,-7.440679747,7.1371,"[1, 0, 0, 0, 1]",3,-0.514359504146154,-0.9561422022694464,1.1671452094541186
ep-5814,CC1(C)CCOC1,1.0322260783145825,7.971301657,-7.643132414,1.5217,"[1, 0, 0, 0, 1]",3,-0.8237321108797452,-0.5322663817603012,0.8022859666948242
ep-6327,CC1COCC1C,0.900872772330018,8.032527262,-7.581362582,4.9064,"[1, 0, 0, 0, 1]",3,-0.8806372313365725,-0.42558886188096856,0.31360409667706673
ep-6359,CC1CCOC1C,0.8886241353420166,8.087222136,-7.557960795,4.5682,"[1, 1, 0, 0, 1]",3,-0.7871293042677329,0.9820252872394334,0.40169708706697954
ep-6504,CC1COCC1=O,1.189099363566749,0.30503957,-7.629254611,1.3738,"[1, 0, 0, 0, 1]",3,-0.2764403065714348,-1.1802557131999964,1.916197416190779
ep-6535,CCC1CCOC1,1.0220903915825512,8.051847342,-7.615376807,1.5451,"[1, 0, 0, 0, 1]",3,-0.8850124868476515,-0.5124058883446962,0.7853747236002746
ep-6572,CC1CCOCC1,0.938449087847323,8.36967626,-7.695922492,6.5465,"[1, 0, 0, 0, 1]",3,-0.5753920475522176,-0.4321663780856697,0.2322105865706532
ep-6637,CC1COC(C)C1,0.8807646490001892,7.941097025,-7.546532015,5.2835,"[1, 1, 0, 0, 1]",3,-0.7679809139753337,0.9856911315073132,0.3665997799447893
ep-6638,CC1CCCOC1,0.9353575106623846,8.242327002,-7.661091925,4.8807,"[1, 0, 0, 0, 1]",3,-0.7215764575271049,-0.4487677450013036,0.3373501504266517
ep-7640,CC1OCCC1=O,1.0604448390138417,0.452797363,-7.571294371,5.3606,"[1, 1, 0, 0, 1]",3,-0.12904916868297994,0.3336595743342255,1.4913303080058589
ep-7661,CCC1CCCO1,0.8893076258256958,8.190081152,-7.658098673,3.3453,"[1, 1, 0, 0, 1]",3,-0.6844781033311808,0.9378592572521762,0.38216026594005753
ep-7852,CC1CCCCO1,0.9467833761685054,8.251850985,-7.663268836,3.4895,"[1, 1, 0, 0, 1]",3,-0.6147561950504926,0.9261471892335478,0.5271834273690456
ep-7865,CC1CC(=O)CO1,1.190471604242795,0.281365669,-7.614288352,1.3081,"[1, 1, 0, 0, 1]",3,-0.1358957821408155,0.21745880531538908,2.030372081568563
ep-7868,CC1CCC(C)O1,0.9111386649960416,8.387635771,-7.625172904,3.7641,"[1, 1, 0, 0, 1]",3,-0.708521016241811,0.9645801564763985,0.4296069640415171
ep-7990,CC1OCOC1=O,1.106715702913068,0.142043404,-7.602043231,1.4264,"[1, 1, 0, 0, 1]",3,-0.2252197881103006,0.2363848026097107,1.8111122729828875
ep-8896,O=C1COCC1=O,1.0857100100963193,-0.287080059,-8.226544402,2.907,"[1, 0, 0, 0, 1]",3,0.7732571364396297,-1.4005348489480147,1.1870455158224902
ep-8902,O=C1CCOCC1,0.9856454427693034,0.483546223,-7.393876174,5.8215,"[1, 0, 0, 0, 1]",3,-0.6543160383009582,-0.9662473720417271,1.287439656783749
ep-8910,O=C1CCCOC1,1.0200133826332094,0.431572487,-7.473605517,1.5881,"[1, 0, 0, 0, 1]",3,-0.7077335564042919,-1.061482581701863,1.5314591811952973
ep-8959,O=C1COCOC1,1.4342560336043082,0.131975193,-7.818917929,1.7362,"[1, 0, 0, 0, 1]",3,0.32216792160281077,-1.3300537021333965,2.466683580326701
ep-9006,COC1CCCO1,1.1122506701697543,7.914701987,-7.923953856,2.1967,"[1, 1, 0, 0, 1]",3,-0.05136162754289207,0.7395851609452523,0.8970466021240471
ep-9462,CC1OCC(=O)O1,1.3554990196287384,-0.086532188,-7.569933802,1.371,"[1, 1, 0, 0, 1]",3,-0.027032489306490878,0.1583853063556356,2.5516338001242604
ep-9694,O=C1COCCO1,0.9443729400344728,4.80498548,-7.364487883,4.1047,"[1, 1, 0, 0, 1]",3,-0.9107535566273662,0.7725908459023989,0.9969764099171772
