EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-166881,CC1CC(C(C)C)CO1,0.9212512292170548,8.167767821,-7.648302577,4.1842,"[1, 1, 0, 0, 1]",3,-0.6236393675599187,0.9408377371066758,0.440781451439744
ep-170009,CCC1CCCOC1C,0.8845001842951166,8.094569209,-7.570205916,7.1487,"[1, 1, 0, 0, 1]",3,-0.6312064004438861,1.010751474517488,0.25944914069617697
ep-170024,CCC1CCOC1OC,1.0858067920595176,7.950076781,-7.883136786,2.3052,"[1, 1, 0, 0, 1]",3,-0.14419970213500663,0.7664249974983152,0.8435548523870154
ep-170060,CCC1(C)CCCOC1,0.9274889871652544,8.399064551,-7.668983225,5.2761,"[1, 0, 0, 0, 1]",3,-0.7029920943951328,-0.4322190195648823,0.27773285485111465
ep-170064,CCC1(CC)CCOC1,0.8903004701276713,8.038241652,-7.579729899,5.0771,"[1, 0, 0, 0, 1]",3,-0.8849567946850878,-0.4194221882280043,0.27665291082981874
ep-170099,COCC1CCOC1C,0.8822096820194576,8.010486044,-7.593335589,7.1797,"[1, 1, 0, 0, 1]",3,-0.5870128699528713,0.9965470541088478,0.242593120752693
ep-170109,CCC1COCC(C)C1,0.9177924090940864,8.296205534,-7.585444289,5.1442,"[1, 0, 0, 0, 1]",3,-0.8587619835889566,-0.4081807974054318,0.3242169790080167
ep-170110,CCCC1CCCOC1,0.9454313714192336,8.396343413,-7.668166884,4.5743,"[1, 0, 0, 0, 1]",3,-0.7244897324129982,-0.4458332516163226,0.3617617869686262
ep-170184,CCC1CCC(C)OC1,0.923271501866192,8.325593825,-7.659731356,4.3271,"[1, 1, 0, 0, 1]",3,-0.6028918319981582,0.9502474544415839,0.4181357397751426
ep-170257,CCC1(C)CCOC1C,0.9142095006309584,8.308450655,-7.590614451,3.1216,"[1, 1, 0, 0, 1]",3,-0.7956794137030594,0.9624210625306946,0.4994721527098999
ep-170286,CCCC1CCOC1C,0.8883400728626072,8.030622466,-7.525579253,4.4311,"[1, 1, 0, 0, 1]",3,-0.8478066966166873,0.9879759381080896,0.43491751266555106
ep-170800,CCC1(C)COC(C)C1,0.8697720433213239,7.973750681,-7.527211936,5.1182,"[1, 1, 0, 0, 1]",3,-0.822993742058928,0.996572283030076,0.35437747817499016
ep-170801,CCCC1(C)CCOC1,0.9029943278157242,7.991710192,-7.601226889,4.9198,"[1, 0, 0, 0, 1]",3,-0.8411250155303105,-0.436635296587577,0.3084884989767304
ep-171179,CCC1COCC1OC,0.925902580028602,7.909531825,-7.732113627,7.482,"[1, 1, 0, 0, 1]",3,-0.2816014551842716,0.9282356785699764,0.26194973495697454
ep-171190,CC(C)CC1CCOC1,0.890279231848361,8.0115745,-7.586532744,6.2207,"[1, 0, 0, 0, 1]",3,-0.8100371461260911,-0.4100863381230292,0.22027038813360844
ep-171252,CCCC1COC(C)C1,0.8646519782712385,8.019193686,-7.529388846,6.2528,"[1, 1, 0, 0, 1]",3,-0.765585582479257,1.0146784725295535,0.2812075068427543
ep-171295,CCCCC1CCOC1,0.8942990793046355,8.0352484,-7.580002013,5.5939,"[1, 0, 0, 0, 1]",3,-0.8525275103283434,-0.4145929609821911,0.2635692022925387
ep-171601,COCC1(C)CCOC1,0.9004117944911789,8.010758158,-7.627349814,5.1411,"[1, 0, 0, 0, 1]",3,-0.7874890065951654,-0.44138505981510623,0.27089910919919524
ep-1721,O=C1CCOC1,1.1944874245077075,0.257419655,-7.641227618,1.6088,"[1, 0, 0, 0, 1]",3,-0.23507831181972802,-1.1871391279787211,1.9158992345138257
ep-1739,C1CCOCC1,0.8957751135091663,8.180012942,-7.592791361,8.3513,"[1, 0, 0, 0, 1]",3,-0.6882507748903055,-0.3746395878412203,0.11646865175740946
ep-185953,CCOC1COC(C)C1,0.5579214617039641,8.046132952,-7.621907538,2.9564,"[1, 1, 0, 0, 1]",3,-1.085449535973718,1.0299463021621065,-0.4885836889244028
ep-186580,COC1COCC1OC,0.6307021816747729,7.959600764,-7.703813792,5.4731,"[1, 1, 0, 0, 1]",3,-0.731495018546355,1.0026089082553342,-0.45351401970652405
ep-187125,CCC1OCCC(C)O1,0.950073902041651,7.923409628,-7.916878897,7.4428,"[1, 1, 0, 0, 1]",3,0.059601949582448716,0.8533502464198072,0.200691022286821
ep-1879,C1COCCO1,1.4062710801584513,7.991982306,-8.086950022,1.0691,"[1, 0, 0, 0, 1]",3,0.2873539318626874,-0.8079065186581286,1.5568148979359329
ep-196130,COC1CCC(C)OC1,0.9584289122606402,8.098923029,-7.799597849,6.6728,"[1, 1, 0, 0, 1]",3,-0.18681019614869768,0.8989807435217058,0.32744526539102786
ep-205009,CC1(C)CCOC1(C)C,0.8493790883331991,8.061643439,-7.504898604,5.4637,"[1, 1, 0, 0, 1]",3,-0.8679440006017064,1.0218608331191505,0.2891681223023023
ep-205019,CC1OCCCC1(C)C,0.9416782681479618,8.181373511,-7.59415193,2.8656,"[1, 1, 0, 0, 1]",3,-0.7693398913066913,0.9400718764318786,0.5967832029844289
ep-205542,CC1COCC(C)(C)C1,0.9439806731892126,8.294572852,-7.668983225,4.2291,"[1, 0, 0, 0, 1]",3,-0.7374651842640447,-0.45798756054274214,0.38212734648979507
ep-205622,CC1CCCOC1(C)C,0.8497139713772752,8.027901328,-7.540817626,7.2239,"[1, 1, 0, 0, 1]",3,-0.7085493421182147,1.0272557449782682,0.1849481481859278
ep-205635,CC1CCOC(C)C1C,0.9511417234753424,8.271443179,-7.642588187,2.5489,"[1, 1, 0, 0, 1]",3,-0.69814317977099,0.9226418533855547,0.596472933077681
ep-205675,CC1OC(C)C(C)C1C,0.8374601736481386,8.228177084,-7.505987059,7.8872,"[1, 1, 0, 0, 1]",3,-0.7563142931947641,1.0676341535613678,0.12665920377921458
ep-205680,CC1CCC(C)C(C)O1,0.9291349754872692,8.440425848,-7.642316073,2.2033,"[1, 1, 0, 0, 1]",3,-0.7482249662470917,0.9381852759434816,0.5368748699423859
ep-205736,CC1COC(C)C(C)C1,0.9560124195920578,8.243415457,-7.617553717,2.77,"[1, 1, 0, 0, 1]",3,-0.7232928000192632,0.9310249413430282,0.6196400453666517
ep-205786,COC1COCCC1C,1.0983535669879518,8.227360743,-7.86191191,2.324,"[1, 1, 0, 0, 1]",3,-0.18305911501651312,0.7928805188467335,0.8688196765701268
ep-206970,CCC1COC(C)OC1,0.9725882002310324,8.004227427,-7.95932865,7.0397,"[1, 1, 0, 0, 1]",3,0.12908178262136705,0.8326226495876178,0.24593906169549082
ep-207074,COC1CCC(C)CO1,0.6407648710591356,8.125590182,-7.84476874,5.9761,"[1, 1, 0, 0, 1]",3,-0.45930452776411573,0.9666770438659797,-0.5621157632404741
ep-207164,COC1CC(C)C(C)O1,0.9700981243719636,7.938375887,-7.772930697,4.9564,"[1, 1, 0, 0, 1]",3,-0.3052396588335398,0.8718826356910698,0.47337811061101603
ep-244241,CC1CCCC(C)(C)O1,0.8395786201775373,8.113617175,-7.536463805,6.7107,"[1, 1, 0, 0, 1]",3,-0.7584745512442282,1.0322850951785478,0.17645537903687541
ep-244247,CC1CCOC(C)(C)C1,0.8759442357879745,7.977288161,-7.567212664,5.3569,"[1, 1, 0, 0, 1]",3,-0.7349039042200339,0.9831519463293981,0.33205771263651507
ep-244264,CC1CCC(C)(C)OC1,0.8688625808319665,7.985723689,-7.574559737,6.1214,"[1, 1, 0, 0, 1]",3,-0.6883596012212388,0.9924529105728386,0.27038222725816835
ep-246924,CCOC1COCCO1,1.1006356767403356,7.948716212,-7.977560275,3.0162,"[1, 1, 0, 0, 1]",3,0.07248899363505831,0.7357049830581817,0.7854802709522918
ep-251757,CCC1OC(C)C(C)O1,1.0654013421737831,7.926947108,-7.888851176,2.4076,"[1, 1, 0, 0, 1]",3,-0.14751329793326015,0.7695610028577172,0.7796467178881078
ep-253546,CCOC1CCCOC1,0.490876714492289,8.190081152,-7.679595664,7.0678,"[1, 1, 0, 0, 1]",3,-0.837516097042319,1.0893006580685785,-0.9224699217196889
ep-253620,COC1COCC(C)O1,1.04880894300645,7.914701987,-7.966675723,4.8061,"[1, 1, 0, 0, 1]",3,0.10115393151392452,0.7737360878662408,0.5668121225461851
ep-253710,CCC1COCC(C)O1,1.0730734560380226,7.960961333,-7.865993617,1.4728,"[1, 1, 0, 0, 1]",3,-0.23191002274524022,0.7671276762008098,0.8582178874637876
ep-259260,CC1CC(C)OC(C)C1,0.8698221847226235,8.431173979,-7.62490079,7.059,"[1, 1, 0, 0, 1]",3,-0.5742901455989396,1.0201782581128436,0.15537129477498093
ep-259270,CC1CC(C)C(C)CO1,0.8935993834799734,8.299198786,-7.63850648,5.6949,"[1, 1, 0, 0, 1]",3,-0.5935958080255259,0.9812285786234773,0.28789520187140794
ep-259313,CCCOC1CCCO1,1.023736058603004,7.966947836,-7.871708006,3.5023,"[1, 1, 0, 0, 1]",3,-0.16132076242787846,0.8043748895698958,0.6201593695209897
ep-259338,CC1COCC(C)C1C,0.9522246277672588,8.334845694,-7.666262087,3.7879,"[1, 0, 0, 0, 1]",3,-0.7601174274698674,-0.46153714820413744,0.42440482011109404
ep-259436,COC1(C)CCCCO1,1.106945736513313,8.033343604,-7.908987597,1.5098,"[1, 1, 0, 0, 1]",3,-0.12614015194155298,0.7476561161977368,0.9148522405561254
ep-259547,COC1CCCC(C)O1,0.4866402168851702,8.024635962,-7.822999636,1.4073,"[1, 1, 0, 0, 1]",3,-0.8890725264047589,0.9550664312467819,-0.7541084217457295
ep-26544,CC1(C)OCCC1=O,1.069835196983373,0.459872322,-7.55115795,3.7048,"[1, 1, 0, 0, 1]",3,-0.2444245012333347,0.3187891620251587,1.6090609636993674
ep-26572,CC1(C)CC(=O)CO1,1.022339920160527,0.404905334,-7.54898104,6.0862,"[1, 1, 0, 0, 1]",3,-0.16335276843606203,0.35791418891387244,1.370352507517249
ep-26617,CC1(C)OCOC1=O,1.0253075760592758,0.062858288,-7.575648192,7.0754,"[1, 1, 0, 0, 1]",3,-0.041883504909128184,0.33218630678482736,1.3427642939985225
ep-269273,CC(C)C1CCOCC1,0.9358460030773448,8.23933375,-7.576464533,3.9227,"[1, 0, 0, 0, 1]",3,-0.9193237873449192,-0.42942626960551544,0.44339991488453273
ep-27015,CC1(C)OCC(=O)O1,1.00365636791423,0.101770561,-7.525579253,7.9002,"[1, 1, 0, 0, 1]",3,-0.10763148825037418,0.37011662686571595,1.275131274072368
ep-271173,CCCC1CCOCC1,0.9107990383747782,8.245864481,-7.650479487,7.6632,"[1, 0, 0, 0, 1]",3,-0.6142379093209367,-0.40354580354561137,0.14479138579293477
ep-280015,CC1CC(C)(C)CCO1,0.9081011485845988,8.27797391,-7.642588187,5.5243,"[1, 1, 0, 0, 1]",3,-0.5803073407192206,0.9718029990036795,0.33544682153022515
ep-280026,CC1COCCC1(C)C,0.967228049833087,8.384370406,-7.671160136,3.4521,"[1, 0, 0, 0, 1]",3,-0.7577546880232201,-0.4678297023296088,0.4744884464916402
ep-280038,CCC1(C)CCOCC1,0.9569311031529744,8.390901137,-7.669255339,4.1471,"[1, 0, 0, 0, 1]",3,-0.7340497234003343,-0.4551738299480091,0.4137418542067007
ep-280335,CCC1CCOC(C)C1,0.9221608708447278,8.362329188,-7.61700949,3.8133,"[1, 1, 0, 0, 1]",3,-0.7078007748645335,0.9630567709799096,0.4660121361341928
ep-280341,CCC1CCOCC1C,0.9452611490026928,8.431446093,-7.696466719,5.4962,"[1, 0, 0, 0, 1]",3,-0.6278245674360432,-0.4422558919371741,0.29502695832848413
ep-28060,CC1CC(C)C(C)O1,0.89439662365707,8.152529448,-7.553062747,3.4943,"[1, 1, 0, 0, 1]",3,-0.851487305592283,0.9742451312952828,0.4662282101754459
ep-28062,CCC1CCC(C)O1,0.9264350724764108,8.363145529,-7.611022986,2.9145,"[1, 1, 0, 0, 1]",3,-0.7624964350551314,0.9531456774304048,0.5244110039557256
ep-28067,CC1CCCC(C)O1,0.8909357568221414,8.200421477,-7.548164698,3.9835,"[1, 1, 0, 0, 1]",3,-0.8396552640483468,0.9868157717487426,0.43283537408280337
ep-28079,CC1COCC(C)O1,1.1693647563908829,7.958240195,-7.874701258,1.4434,"[1, 1, 0, 0, 1]",3,-0.12374183005084276,0.7357781252835425,1.1230300994362692
ep-28097,CC1CC(=O)C(C)O1,1.0613742197200544,0.488988499,-7.554967543,4.4973,"[1, 1, 0, 0, 1]",3,-0.20500521672181465,0.3317758096443047,1.542912833181798
ep-28170,CC1OC(=O)C(C)O1,1.009785030320551,0.141227062,-7.550341609,7.8309,"[1, 1, 0, 0, 1]",3,-0.06460719889521001,0.36144612903311146,1.274787791687846
ep-28435,CC1OCCC1(C)C,0.8906660213235904,8.098650916,-7.545715674,4.3827,"[1, 1, 0, 0, 1]",3,-0.8169938175608962,0.984625934844151,0.42374331854212294
ep-28436,CC(C)C1CCCO1,0.8674765135188274,8.212666598,-7.65782656,3.957,"[1, 1, 0, 0, 1]",3,-0.6746448690073213,0.9534610662463547,0.29055470793442456
ep-28440,CC1CCCOC1C,0.8916950636026202,8.008581248,-7.520409091,5.8624,"[1, 1, 0, 0, 1]",3,-0.7750767292119572,1.0046699566592763,0.38242644429883754
ep-28457,CC1OCCOC1C,1.2524946590789812,7.963954585,-7.994703444,1.0914,"[1, 1, 0, 0, 1]",3,0.14661942821681187,0.6636050924959647,1.2874859731714354
ep-28493,CCC1OCCC1C,0.8670634905530294,8.127222865,-7.549525267,5.9071,"[1, 1, 0, 0, 1]",3,-0.7529392564197196,1.0108379713008027,0.2808348097773389
ep-28495,CCC1CCCCO1,0.9099264333063324,8.081235632,-7.532382098,3.8801,"[1, 1, 0, 0, 1]",3,-0.8473449042164406,0.9765515520575,0.5121154380189744
ep-28513,CCOC1CCOC1,0.6264635601990662,7.949804667,-7.669799567,7.7964,"[1, 1, 0, 0, 1]",3,-0.6688112993481112,1.0440439350673272,-0.5500744012174088
ep-28543,CCC1OCCC1=O,1.0612316483663315,0.469668419,-7.560409819,4.7356,"[1, 1, 0, 0, 1]",3,-0.18178714101905208,0.3311778115218482,1.529138699122934
ep-28559,CC1COC(C)C1C,0.8940554388238029,7.995519785,-7.528572505,4.1113,"[1, 1, 0, 0, 1]",3,-0.8523040132057188,0.9785478814273326,0.4668761253925427
ep-28564,CC1CCC(C)OC1,0.890648976567366,8.112256606,-7.556055998,5.8516,"[1, 1, 0, 0, 1]",3,-0.7206301016529915,0.999805593835694,0.34611726894558126
ep-28601,CC1OCC(=O)C1C,1.0416802171050843,0.459600208,-7.558505023,6.3311,"[1, 1, 0, 0, 1]",3,-0.11768699529041392,0.3561639217524674,1.40153675766389
ep-28602,CCC1CC(=O)CO1,1.0599498820721225,0.387490051,-7.563675185,5.5794,"[1, 1, 0, 0, 1]",3,-0.12732405294057644,0.3341351163723332,1.4905943698742257
ep-28614,CCC1CCOC1C,0.8919273496139226,8.105453761,-7.546532015,3.8728,"[1, 1, 0, 0, 1]",3,-0.8422128204322542,0.97827373764041,0.4501224318112977
ep-28616,CCCC1CCCO1,0.875211603426824,7.946539301,-7.541906081,4.3163,"[1, 1, 0, 0, 1]",3,-0.8339073073295461,0.9776165908839096,0.3993842833998818
ep-28620,CC1CCOC(C)C1,0.89347732484269,8.185183104,-7.6270777,7.4884,"[1, 1, 0, 0, 1]",3,-0.5104963039019123,0.9983875426274516,0.2209132122382374
ep-28667,CC1CC(=O)CCO1,0.9844285243759684,0.496879799,-7.377549346,4.8395,"[1, 1, 0, 0, 1]",3,-0.5701339861204444,0.42445123995554046,1.4352911889080955
ep-28803,COC1CCOC1C,0.9218232131815284,7.980281413,-7.709800295,5.0196,"[1, 1, 0, 0, 1]",3,-0.4609977431846784,0.9132138034461383,0.37604411813939664
ep-28977,CC1COC(C)C1=O,1.0538147932248023,0.445994518,-7.55115795,4.4964,"[1, 1, 0, 0, 1]",3,-0.2166927893682141,0.3319401507762268,1.5281770788394915
ep-29046,CC1CC(C)(C)CO1,0.8609299261087815,7.911980849,-7.548164698,7.4829,"[1, 1, 0, 0, 1]",3,-0.6644046795598196,1.0153125789506334,0.20892806626892743
ep-29061,CCC1COC(C)C1,0.8631660872421407,7.992798647,-7.544355105,7.0967,"[1, 1, 0, 0, 1]",3,-0.6941244401334368,1.0177645580843409,0.22909428234426119
ep-29095,COC1COC(C)C1,0.5970941301737089,8.026540759,-7.653472739,4.686,"[1, 1, 0, 0, 1]",3,-0.8979220600894464,1.026594217973497,-0.48090882634599785
ep-30716,COC1COCC1C,0.5952237189775107,8.025996531,-7.703541678,6.4653,"[1, 1, 0, 0, 1]",3,-0.7169693284426515,1.0302264812714268,-0.604965645793549
ep-31074,COC1CCCOC1,1.059803452124769,8.231170336,-7.846401423,2.7074,"[1, 1, 0, 0, 1]",3,-0.22732506705035285,0.814648370034007,0.7534995260669918
ep-32626,COC1OCCC1C,1.0744625525570013,7.92422597,-7.885313696,2.5666,"[1, 1, 0, 0, 1]",3,-0.13602926880084984,0.7700087269375523,0.8002152070714673
ep-32628,COC1CCCCO1,1.0326706270083577,7.953886374,-7.82544866,3.8288,"[1, 1, 0, 0, 1]",3,-0.2144307452552664,0.8219459350723062,0.6633214432231819
ep-32943,COC1CC(C)CO1,1.0641385697901344,8.049670432,-7.885857924,2.7327,"[1, 1, 0, 0, 1]",3,-0.14322191905765122,0.7847116871849871,0.7523649663827098
ep-371,C1CCOC1,1.160044585568604,8.039057993,-7.662724608,1.0116,"[1, 0, 0, 0, 1]",3,-0.695579943138129,-0.5769691323860865,1.164220329058461
ep-37630,CC1(C)CCCOC1,0.962464051061794,8.353349432,-7.687759078,4.2059,"[1, 0, 0, 0, 1]",3,-0.6912816255326293,-0.4658782494052189,0.4167025067858464
ep-37645,CC1COCC1(C)C,0.8940359093548889,7.975655478,-7.593879817,5.6536,"[1, 0, 0, 0, 1]",3,-0.8221973724710011,-0.4236548411437151,0.25541327987885143
ep-37646,CC1COCC(C)C1,0.9174749066957266,8.308450655,-7.656465991,6.1379,"[1, 0, 0, 0, 1]",3,-0.6830260610024255,-0.421352476931581,0.22570682634761863
ep-37669,CC1(C)COCC1=O,1.0361741280654069,0.465042484,-7.56258673,7.3219,"[1, 0, 0, 0, 1]",3,-0.2302663756551605,-1.0264731115724628,1.241439192462924
ep-37676,CCC1(C)CCOC1,0.8831226847155461,7.98082564,-7.597145182,7.2314,"[1, 0, 0, 0, 1]",3,-0.7424547199635517,-0.40206955186249854,0.14787024439431223
ep-37677,CC1CCOCC1C,0.8996843916840864,8.220830012,-7.587893313,7.4609,"[1, 0, 0, 0, 1]",3,-0.7431838332509964,-0.381583411371579,0.16925261642656036
ep-37679,CCC1CCCOC1,0.9090953931162198,8.306817973,-7.647758349,7.83,"[1, 0, 0, 0, 1]",3,-0.6150159441610605,-0.3951895712369501,0.12884500491036147
ep-37710,CC1COCCC1=O,0.9642739052814407,0.548581421,-7.366664794,5.6495,"[1, 0, 0, 0, 1]",3,-0.7353559007983653,-0.946988147916902,1.2492561045606838
ep-37917,CCC1COCC1C,0.8801886085357484,8.045588725,-7.569661688,6.7136,"[1, 0, 0, 0, 1]",3,-0.8245022877090291,-0.3922272573603336,0.17774648322120287
ep-38035,CCC1COCC1=O,1.042919963360326,0.443545494,-7.568573233,8.0022,"[1, 0, 0, 0, 1]",3,-0.17538970370511092,-1.0240183068080244,1.225924267079769
ep-38065,CC(C)C1CCOC1,0.8895347113895486,8.061371325,-7.581634696,5.894,"[1, 0, 0, 0, 1]",3,-0.8396399567555796,-0.4081051513595293,0.2327265379628236
ep-38067,CC1(C)CCOCC1,0.9567657495276768,8.230898222,-7.585716403,3.1868,"[1, 0, 0, 0, 1]",3,-0.9219637294815992,-0.448498231615945,0.5307946632651567
